first_name,last_name,full_name,phone_number,email_address,SN,region,unique_id,date_hired,address,gender,age,branch,branch_status,branch_head,dept,dept_status,dept_head,associate_training,senior_training,managerial_training,att_ytd,_06_Jan_23,comment06012023,input_location_06_Jan_23,_13_Jan_23,comment13012023,input_location_13_Jan_23,_20_Jan_23,comment20012023,input_location_20_Jan_23,_27_Jan_23,comment27012023,input_location_27_Jan_23,_03_Feb_23,comment03022023,input_location_03_Feb_23,_10_Feb_23,comment10022023,input_location_10_Feb_23,_17_Feb_23,comment17022023,input_location_17_Feb_23,_24_Feb_23,comment24022023,input_location_24_Feb_23,_03_Mar_23,comment03032023,input_location_03_Mar_23,_10_Mar_23,comment10032023,input_location_10_Mar_23,_17_Mar_23,comment17032023,input_location_17_Mar_23,_24_Mar_23,comment24032023,input_location_24_Mar_23,_31_Mar_23,comment31032023,input_location_31_Mar_23,_07_Apr_23,comment07042023,input_location_07_Apr_23,_14_Apr_23,comment14042023,input_location_14_Apr_23,_21_Apr_23,comment21042023,input_location_21_Apr_23,_28_Apr_23,comment28042023,input_location_28_Apr_23,_05_May_23,comment05052023,input_location_05_May_23,_12_May_23,comment12052023,input_location_12_May_23,_19_May_23,comment19052023,input_location_19_May_23,_26_May_23,comment26052023,input_location_26_May_23,_02_Jun_23,comment02062023,input_location_02_Jun_23,_09_Jun_23,comment09062023,input_location_09_Jun_23,_16_Jun_23,comment16062023,input_location_16_Jun_23,_23_Jun_23,comment23062023,input_location_23_Jun_23,_30_Jun_23,comment30062023,input_location_30_Jun_23,_07_Jul_23,comment07072023,input_location_07_Jul_23,_14_Jul_23,comment14072023,input_location_14_Jul_23,_21_Jul_23,comment21072023,input_location_21_Jul_23,_28_Jul_23,comment28072023,input_location_28_Jul_23,_04_Aug_23,comment04082023,input_location_04_Aug_23,_11_Aug_23,comment11082023,input_location_11_Aug_23,_18_Aug_23,comment18082023,input_location_18_Aug_23,_25_Aug_23,comment25082023,input_location_25_Aug_23,_01_Sep_23,comment01092023,input_location_01_Sep_23,_08_Sep_23,comment08092023,input_location_08_Sep_23,_15_Sep_23,comment15092023,input_location_15_Sep_23,_22_Sep_23,comment22092023,input_location_22_Sep_23,_29_Sep_23,comment29092023,input_location_29_Sep_23,_06_Oct_23,comment06102023,input_location_06_Oct_23,_13_Oct_23,comment13102023,input_location_13_Oct_23,_20_Oct_23,comment20102023,input_location_20_Oct_23,_27_Oct_23,comment27102023,input_location_27_Oct_23,_03_Nov_23,comment03112023,input_location_03_Nov_23,_10_Nov_23,comment10112023,input_location_10_Nov_23,_17_Nov_23,comment17112023,input_location_17_Nov_23,_24_Nov_23,comment24112023,input_location_24_Nov_23,_01_Dec_23,comment01122023,input_location_01_Dec_23,_08_Dec_23,comment08122023,input_location_08_Dec_23,_15_Dec_23,comment15122023,input_location_15_Dec_23,_22_Dec_23,comment22122023,input_location_22_Dec_23,_29_Dec_23,comment29122023,input_location_29_Dec_23
Christopher,Cummings,Christopher Cummings,1800210385,christophercummings@buymart.org,23,USA,BM-23-US,2022-11-27 00:00:00+00:00,006 Kristen Loop Suite 358,M,40,Indiana,Branch Worker,Benjamin Gonzales,HumanResources,Staff,Amanda Castillo,done,,,31.58,Completed,,HR USA,Completed,,HR USA,Incomplete,,HumanResources USA,Completed,,HumanResources USA,Incomplete,,HumanResources USA,Incomplete,,Indiana USA,Completed,,HR USA,Incomplete,,Indiana USA,Incomplete,,Indiana USA,Incomplete,,Indiana USA,Incomplete,,HumanResources USA,Incomplete,,HR USA,Incomplete,,HumanResources USA,Incomplete,,HumanResources USA,Incomplete,,Indiana USA,Incomplete,,Indiana USA,Incomplete,,Indiana USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,HumanResources USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarence,Clark,Clarence Clark,1800651900,clarenceclark@buymart.org,24,USA,BM-24-US,2022-11-27 00:00:00+00:00,11895 Gutierrez Mountain,M,53,Colorado,Branch Worker,Derek Lyons,UserExperience,Staff,Abigail Johnson,,,,52.63,Incomplete,,HR USA,Completed,,Colorado USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,UserExperience USA,Incomplete,,HR USA,Incomplete,,Colorado USA,Incomplete,,Colorado USA,Completed,,Colorado USA,Incomplete,,HR USA,Incomplete,,Colorado USA,Incomplete,,UserExperience USA,Completed,,Colorado USA,Completed,,Colorado USA,Completed,,Colorado USA,Completed,,HR USA,Completed,,Colorado USA,Incomplete,,HR USA,Incomplete,,Colorado USA,Completed,,Colorado USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,Weber,Clayton Weber,1800673203,claytonweber@buymart.org,25,USA,BM-25-US,2022-11-27 00:00:00+00:00,869 Miller Loop,M,46,NewYork,Branch Worker,Amanda Rodgers,UserExperience,Staff,Abigail Johnson,done,,,42.11,Incomplete,,NewYork USA,Incomplete,,UserExperience USA,Completed,,UserExperience USA,Incomplete,,NewYork USA,Incomplete,,UserExperience USA,Incomplete,,NewYork USA,Completed,,UserExperience USA,Incomplete,,NewYork USA,Incomplete,,HR USA,Completed,,NewYork USA,Incomplete,,UserExperience USA,Completed,,NewYork USA,Completed,,UserExperience USA,Completed,,UserExperience USA,Incomplete,,NewYork USA,Completed,,UserExperience USA,Incomplete,,HR USA,Incomplete,,UserExperience USA,Completed,,UserExperience USA,Completed,,NewYork USA,Completed,,UserExperience USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody,Burke,Cody Burke,1800651898,codyburke@buymart.org,26,USA,BM-26-US,2022-11-27 00:00:00+00:00,724 Jeffrey Gateway,M,49,Maryland,Branch Worker,Diana Todd,UserExperience,Staff,Abigail Johnson,,,,52.63,Incomplete,,UserExperience USA,Incomplete,,HR USA,Completed,,UserExperience USA,Completed,,Maryland USA,Incomplete,,HR USA,Incomplete,,Maryland USA,Incomplete,,Maryland USA,Completed,,HR USA,Completed,,UserExperience USA,Completed,,UserExperience USA,Incomplete,,HR USA,Completed,,Maryland USA,Completed,,HR USA,Completed,,Maryland USA,Incomplete,,Maryland USA,Completed,,HR USA,Completed,,Maryland USA,Incomplete,,HR USA,Incomplete,,Maryland USA,Completed,,Maryland USA,Completed,,Maryland USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody,Ellis,Cody Ellis,1800193504,codyellis@buymart.org,27,USA,BM-27-US,2022-11-27 00:00:00+00:00,9245 John Meadow,M,51,California,Branch Worker,Alicia Jenkins,CustomerService,Staff,Amanda Rogers,done,,,26.32,Completed,,California USA,Incomplete,,CustomerService USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,CustomerService USA,Incomplete,,California USA,Completed,,California USA,Incomplete,,California USA,Completed,,California USA,Completed,,California USA,Incomplete,,California USA,Incomplete,,California USA,Incomplete,,CustomerService USA,Incomplete,,CustomerService USA,Incomplete,,California USA,Incomplete,,California USA,Incomplete,,California USA,Incomplete,,CustomerService USA,Completed,,California USA,Incomplete,,California USA,Incomplete,,CustomerService USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cory,Murphy,Cory Murphy,1800423466,corymurphy@buymart.org,28,USA,BM-28-US,2022-11-27 00:00:00+00:00,01737 Smith Ways Suite 970,M,47,Indiana,Branch Worker,Benjamin Gonzales,UserExperience,Staff,Abigail Johnson,,,,57.89,Completed,,HR USA,Completed,,HR USA,Completed,,Indiana USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,UserExperience USA,Incomplete,,HR USA,Completed,,Indiana USA,Incomplete,,UserExperience USA,Incomplete,,HR USA,Incomplete,,UserExperience USA,Incomplete,,HR USA,Completed,,Indiana USA,Incomplete,,Indiana USA,Incomplete,,UserExperience USA,Completed,,HR USA,Completed,,HR USA,Completed,,UserExperience USA,Incomplete,,UserExperience USA,Completed,,Indiana USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crystal,Martin,Crystal Martin,1800337860,crystalmartin@buymart.org,29,USA,BM-29-US,2022-11-27 00:00:00+00:00,0272 Debra Mill,F,42,Michigan,Branch Worker,Christine Blanchard,CustomerService,Staff,Amanda Rogers,,,,68.42,Completed,,HR USA,Completed,,HR USA,Incomplete,,CustomerService USA,Completed,,HR USA,Completed,,HR USA,Completed,,CustomerService USA,Incomplete,,CustomerService USA,Incomplete,,Michigan USA,Completed,,CustomerService USA,Completed,,HR USA,Completed,,CustomerService USA,Completed,,CustomerService USA,Incomplete,,Michigan USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Michigan USA,Completed,,HR USA,Incomplete,,CustomerService USA,Completed,,CustomerService USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cynthia,Rocha,Cynthia Rocha,1800514171,cynthiarocha@buymart.org,30,USA,BM-30-US,2022-11-27 00:00:00+00:00,4503 Stacey Manors Suite 776,F,43,California,Branch Worker,Alicia Jenkins,Marketing,Staff,Anthony Soto,,,,42.11,Incomplete,,California USA,Incomplete,,California USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,California USA,Incomplete,,Marketing USA,Incomplete,,Marketing USA,Incomplete,,HR USA,Completed,,Marketing USA,Incomplete,,HR USA,Completed,,Marketing USA,Completed,,California USA,Completed,,HR USA,Completed,,Marketing USA,Completed,,Marketing USA,Incomplete,,California USA,Completed,,Marketing USA,Incomplete,,California USA,Incomplete,,Marketing USA,Completed,,California USA,Completed,,Marketing USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dale,Galvan,Dale Galvan,1800490839,dalegalvan@buymart.org,31,USA,BM-31-US,2022-11-27 00:00:00+00:00,3939 Michael Ramp Suite 317,M,45,NewYork,Branch Worker,Amanda Rodgers,UserExperience,Staff,Abigail Johnson,,,,52.63,Completed,,UserExperience USA,Incomplete,,UserExperience USA,Incomplete,,NewYork USA,Completed,,HR USA,Incomplete,,NewYork USA,Completed,,UserExperience USA,Completed,,HR USA,Incomplete,,UserExperience USA,Completed,,UserExperience USA,Incomplete,,UserExperience USA,Incomplete,,UserExperience USA,Incomplete,,UserExperience USA,Completed,,NewYork USA,Completed,,NewYork USA,Completed,,NewYork USA,Incomplete,,HR USA,Completed,,UserExperience USA,Incomplete,,UserExperience USA,Completed,,HR USA,Incomplete,,UserExperience USA,Completed,,NewYork USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Brown,Daniel Brown,1800308060,danielbrown@buymart.org,32,USA,BM-32-US,2022-11-27 00:00:00+00:00,85886 Christina Green,M,37,SouthCarolina,Branch Worker,Dana Cruz,Product,Staff,Andrew Johns,done,,,63.16,Completed,,SouthCarolina USA,Completed,,SouthCarolina USA,Completed,,SouthCarolina USA,Completed,,SouthCarolina USA,Completed,,SouthCarolina USA,Incomplete,,HR USA,Incomplete,,Product USA,Incomplete,,Product USA,Completed,,Product USA,Incomplete,,SouthCarolina USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,SouthCarolina USA,Completed,,SouthCarolina USA,Completed,,Product USA,Completed,,HR USA,Completed,,SouthCarolina USA,Incomplete,,Product USA,Incomplete,,HR USA,Completed,,SouthCarolina USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Debra,Eaton,Debra Eaton,1800934157,debraeaton@buymart.org,33,USA,BM-33-US,2022-11-27 00:00:00+00:00,6740 Clark Oval Suite 833,F,35,Illinois,Branch Worker,Candace Gonzalez,CustomerService,Staff,Amanda Rogers,,,,57.89,Incomplete,,HR USA,Completed,,Illinois USA,Completed,,CustomerService USA,Incomplete,,Illinois USA,Incomplete,,Illinois USA,Completed,,Illinois USA,Completed,,Illinois USA,Completed,,CustomerService USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,CustomerService USA,Incomplete,,CustomerService USA,Incomplete,,HR USA,Incomplete,,Illinois USA,Completed,,CustomerService USA,Completed,,HR USA,Completed,,Illinois USA,Completed,,Illinois USA,Incomplete,,CustomerService USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Debra,Esparza,Debra Esparza,1800183444,debraesparza@buymart.org,34,USA,BM-34-US,2022-11-27 00:00:00+00:00,6702 Rodriguez Prairie,F,30,Arizona,Branch Worker,Amy Dickerson,Marketing,Staff,Anthony Soto,,,,36.84,Incomplete,,HR USA,Incomplete,,Marketing USA,Completed,,Arizona USA,Incomplete,,Arizona USA,Incomplete,,Marketing USA,Completed,,Marketing USA,Incomplete,,HR USA,Incomplete,,Arizona USA,Incomplete,,HR USA,Incomplete,,Arizona USA,Completed,,Arizona USA,Completed,,Arizona USA,Incomplete,,Arizona USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,Marketing USA,Completed,,HR USA,Incomplete,,Marketing USA,Incomplete,,HR USA,Completed,,Arizona USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis,Padilla,Dennis Padilla,1800635603,dennispadilla@buymart.org,35,USA,BM-35-US,2022-11-27 00:00:00+00:00,342 Cathy Skyway Suite 099,M,23,Tennessee,Branch Worker,Brandon Ray,Product,Staff,Andrew Johns,done,,,68.42,Completed,,Product USA,Completed,,Tennessee USA,Completed,,Tennessee USA,Completed,,HR USA,Completed,,Product USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,Product USA,Completed,,Product USA,Completed,,HR USA,Completed,,Product USA,Completed,,HR USA,Incomplete,,Tennessee USA,Completed,,Product USA,Incomplete,,Product USA,Incomplete,,Tennessee USA,Completed,,HR USA,Completed,,Tennessee USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,Product USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek,Lyons,Derek Lyons,1800728797,dereklyons@buymart.org,36,USA,BM-36-US,2022-11-27 00:00:00+00:00,229 Martinez Villages Apt. 487,M,39,Colorado,Branch Manager,Derek Lyons,Marketing,Staff,Anthony Soto,done,done,done,42.11,Completed,,HR USA,Incomplete,,Marketing USA,Incomplete,,Colorado USA,Incomplete,,HR USA,Incomplete,,Marketing USA,Completed,,HR USA,Completed,,Colorado USA,Incomplete,,Marketing USA,Completed,,Marketing USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Marketing USA,Incomplete,,Colorado USA,Incomplete,,Marketing USA,Incomplete,,Colorado USA,Incomplete,,HR USA,Completed,,Marketing USA,Incomplete,,Marketing USA,Completed,,Colorado USA,Incomplete,,Marketing USA,Incomplete,,Marketing USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destiny,Thomas,Destiny Thomas,1800802865,destinythomas@buymart.org,37,USA,BM-37-US,2022-11-27 00:00:00+00:00,791 Ricardo Court Suite 627,F,32,NorthCarolina,Branch Worker,Daniel Davis,DataAnalyst,Staff,Allison Arnold,done,,,63.16,Incomplete,,HR USA,Completed,,NorthCarolina USA,Completed,,NorthCarolina USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,NorthCarolina USA,Completed,,HR USA,Completed,,HR USA,Completed,,NorthCarolina USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,DataAnalyst USA,Completed,,NorthCarolina USA,Incomplete,,NorthCarolina USA,Completed,,HR USA,Completed,,NorthCarolina USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,DataAnalyst USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donna,Brown,Donna Brown,1800359108,donnabrown@buymart.org,38,USA,BM-38-US,2022-11-27 00:00:00+00:00,926 Amanda Corners Suite 132,F,40,NewMexico,Branch Worker,Christopher Castaneda,Technology,Staff,Alexander Page,,,,57.89,Completed,,HR USA,Incomplete,,HR USA,Completed,,NewMexico USA,Incomplete,,HR USA,Incomplete,,NewMexico USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,NewMexico USA,Completed,,HR USA,Incomplete,,Technology USA,Completed,,NewMexico USA,Incomplete,,Technology USA,Incomplete,,NewMexico USA,Completed,,NewMexico USA,Completed,,Technology USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,NewMexico USA,Incomplete,,NewMexico USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donna,Thompson,Donna Thompson,1800437146,donnathompson@buymart.org,39,USA,BM-39-US,2022-11-27 00:00:00+00:00,871 Kelsey Shore,F,50,Oklahoma,Branch Worker,Chad Parker,Marketing,Staff,Anthony Soto,done,,,57.89,Incomplete,,HR USA,Completed,,Marketing USA,Completed,,Oklahoma USA,Incomplete,,Oklahoma USA,Completed,,Oklahoma USA,Incomplete,,Oklahoma USA,Completed,,Marketing USA,Incomplete,,Oklahoma USA,Incomplete,,Marketing USA,Incomplete,,Oklahoma USA,Completed,,HR USA,Incomplete,,Oklahoma USA,Completed,,Marketing USA,Incomplete,,Oklahoma USA,Completed,,Oklahoma USA,Completed,,Oklahoma USA,Completed,,Marketing USA,Completed,,Marketing USA,Completed,,Marketing USA,Incomplete,,Oklahoma USA,Incomplete,,Oklahoma USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth,Garcia,Elizabeth Garcia,1800470529,elizabethgarcia@buymart.org,40,USA,BM-40-US,2022-11-27 00:00:00+00:00,97741 Thomas Course Apt. 556,F,46,Idaho,Branch Worker,Kimberly Chen,CustomerService,Staff,Amanda Rogers,done,,,68.42,Completed,,Idaho USA,Completed,,Idaho USA,Completed,,Idaho USA,Completed,,Idaho USA,Incomplete,,CustomerService USA,Completed,,Idaho USA,Completed,,Idaho USA,Incomplete,,CustomerService USA,Completed,,CustomerService USA,Incomplete,,HR USA,Incomplete,,CustomerService USA,Completed,,Idaho USA,Incomplete,,HR USA,Completed,,CustomerService USA,Completed,,HR USA,Completed,,CustomerService USA,Incomplete,,HR USA,Completed,,Idaho USA,Completed,,Idaho USA,Completed,,Idaho USA,Completed,,CustomerService USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth,Stevenson,Elizabeth Stevenson,1800530693,elizabethstevenson@buymart.org,41,USA,BM-41-US,2022-11-27 00:00:00+00:00,44747 Vazquez Summit,F,28,Nevada,Branch Worker,Beth Vincent,Marketing,Staff,Anthony Soto,done,,,57.89,Completed,,Nevada USA,Completed,,Marketing USA,Completed,,HR USA,Incomplete,,Marketing USA,Incomplete,,HR USA,Completed,,Nevada USA,Completed,,HR USA,Completed,,Marketing USA,Completed,,Marketing USA,Incomplete,,Marketing USA,Incomplete,,HR USA,Incomplete,,Marketing USA,Incomplete,,Nevada USA,Incomplete,,HR USA,Incomplete,,Marketing USA,Completed,,HR USA,Completed,,Marketing USA,Completed,,Marketing USA,Completed,,HR USA,Incomplete,,Marketing USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erin,Henderson,Erin Henderson,1800736042,erinhenderson@buymart.org,42,USA,BM-42-US,2022-11-27 00:00:00+00:00,94803 Wheeler View Apt. 863,F,25,Texas,Branch Worker,Alexander Coleman,HumanResources,Staff,Amanda Castillo,,,,42.11,Completed,,Texas USA,Incomplete,,HR USA,Incomplete,,HumanResources USA,Incomplete,,Texas USA,Incomplete,,HR USA,Completed,,Texas USA,Incomplete,,HR USA,Completed,,HumanResources USA,Completed,,Texas USA,Completed,,HumanResources USA,Incomplete,,HumanResources USA,Completed,,HR USA,Incomplete,,Texas USA,Incomplete,,HumanResources USA,Completed,,Texas USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,HumanResources USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George,Campbell,George Campbell,1800685467,georgecampbell@buymart.org,43,USA,BM-43-US,2022-11-27 00:00:00+00:00,5996 Small Circles Apt. 357,M,23,California,Branch Worker,Alicia Jenkins,CustomerService,Staff,Amanda Rogers,,,,73.68,Incomplete,,California USA,Completed,,CustomerService USA,Completed,,HR USA,Incomplete,,California USA,Completed,,HR USA,Completed,,CustomerService USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,California USA,Completed,,CustomerService USA,Completed,,California USA,Completed,,California USA,Incomplete,,CustomerService USA,Completed,,California USA,Completed,,HR USA,Incomplete,,California USA,Completed,,CustomerService USA,Completed,,HR USA,Completed,,California USA,Incomplete,,CustomerService USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob,Gray,Jacob Gray,1800431635,jacobgray@buymart.org,44,USA,BM-44-US,2022-11-27 00:00:00+00:00,911 Kristina Locks Suite 347,M,53,NorthCarolina,Branch Worker,Daniel Davis,HumanResources,Staff,Amanda Castillo,done,,,57.89,Completed,,NorthCarolina USA,Completed,,HR USA,Incomplete,,NorthCarolina USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,HumanResources USA,Incomplete,,HumanResources USA,Incomplete,,HR USA,Completed,,NorthCarolina USA,Incomplete,,NorthCarolina USA,Incomplete,,NorthCarolina USA,Completed,,HR USA,Completed,,NorthCarolina USA,Incomplete,,NorthCarolina USA,Completed,,HR USA,Completed,,NorthCarolina USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,HumanResources USA,Completed,,HR USA,Incomplete,,NorthCarolina USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Williams,James Williams,1800890869,jameswilliams@buymart.org,45,USA,BM-45-US,2022-11-27 00:00:00+00:00,65035 Smith Ridge Apt. 456,M,34,NewYork,Branch Worker,Amanda Rodgers,Merchandising,Staff,Brent Lozano,,,,52.63,Completed,,Merchandising USA,Incomplete,,NewYork USA,Incomplete,,NewYork USA,Completed,,NewYork USA,Completed,,Merchandising USA,Completed,,Merchandising USA,Incomplete,,HR USA,Incomplete,,NewYork USA,Completed,,NewYork USA,Incomplete,,Merchandising USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,NewYork USA,Completed,,HR USA,Incomplete,,Merchandising USA,Completed,,Merchandising USA,Incomplete,,NewYork USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,NewYork USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay,Jones,Jay Jones,1800118713,jayjones@buymart.org,46,USA,BM-46-US,2022-11-27 00:00:00+00:00,26922 Alexander Brook,M,51,Minnesota,Branch Worker,Amanda Hall,HumanResources,Staff,Amanda Castillo,done,,,42.11,Completed,,HR USA,Completed,,Minnesota USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,Minnesota USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,Minnesota USA,Incomplete,,HumanResources USA,Completed,,Minnesota USA,Incomplete,,HumanResources USA,Incomplete,,HumanResources USA,Incomplete,,HumanResources USA,Incomplete,,HumanResources USA,Completed,,Minnesota USA,Completed,,Minnesota USA,Completed,,HR USA,Completed,,Minnesota USA,Incomplete,,HR USA,Incomplete,,HumanResources USA,Incomplete,,HumanResources USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey,Carpenter,Jeffrey Carpenter,1800967384,jeffreycarpenter@buymart.org,47,USA,BM-47-US,2022-11-27 00:00:00+00:00,684 Paul Bypass,M,53,California,Branch Worker,Alicia Jenkins,Technology,Staff,Alexander Page,,,,47.37,Incomplete,,California USA,Incomplete,,HR USA,Incomplete,,Technology USA,Completed,,HR USA,Completed,,HR USA,Completed,,California USA,Incomplete,,HR USA,Completed,,California USA,Completed,,California USA,Incomplete,,HR USA,Completed,,California USA,Completed,,California USA,Incomplete,,California USA,Completed,,HR USA,Incomplete,,Technology USA,Incomplete,,Technology USA,Completed,,California USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,California USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
